mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,filename,label,class
-251.47618,86.754005,10.858017,60.484463,-25.62099,48.971092,1.5629086,24.296556,5.7917643,3.320298,15.122232,5.5380626,14.458909,3.941157,7.114028,-5.5983663,9.742589,2.0875905,10.762729,3.1651,-3.213124,2.9271526,6.0333347,11.530436,-0.14069514,6.05353,-0.12965132,1.3859438,-3.9478924,5.161296,4.371091,-0.9532104,2.1632469,1.2192782,6.4437075,-3.2526882,6.0732393,-1.4371972,-2.4368012,2.4623647,cat_149.wav,0,cat
-268.99133,101.78299,-21.981411,43.35903,-8.788008,31.611263,-8.310639,18.708118,-6.6494007,6.4266644,-1.0092444,-4.0161986,12.591221,9.547625,22.207882,-2.4338787,1.6882437,-11.871438,5.974026,5.728696,2.092109,-5.0395164,-9.606633,4.0637665,2.7489524,7.9258223,-1.4910427,13.751901,5.851699,-0.12662122,-4.670115,0.6088967,5.2061048,-4.0176263,2.7692356,-3.347672,-0.09162975,-1.3130091,8.204122,4.385767,cat_15.wav,0,cat
-310.7959,86.92116,-28.689148,67.26197,-37.58767,51.63461,-11.889351,26.450003,-8.055658,5.669082,14.33536,2.991602,12.615584,-5.7072654,14.020462,-5.8894873,13.78925,2.3025725,6.430986,-6.3572154,3.5076616,12.358561,3.3963935,5.781954,-5.7613397,10.318175,-4.656142,-1.1409837,2.8498602,5.9532733,-5.344691,-0.28157076,9.447043,-1.2189841,2.5246308,0.64891976,1.1748043,-2.941997,8.794051,-4.9777007,cat_150.wav,0,cat
-191.32887,140.12373,-7.00314,51.205696,-2.2866504,32.64398,-7.795393,25.844654,0.531992,9.962442,8.696211,5.099245,16.835243,-1.9363403,9.405501,-1.2068626,11.217796,-1.9504464,5.2722044,1.3819206,3.2218838,7.1430244,-2.6224792,3.4634526,1.2037776,7.086064,-4.1418495,3.3995242,0.22938068,-0.83731663,-0.536958,2.6092465,4.4894404,-2.8253584,3.7578714,-2.3321216,1.9718971,1.1689895,1.6961027,-1.210825,cat_151.wav,0,cat
-302.05917,99.607735,-12.316137,48.375618,1.4320668,19.700342,-1.6484686,8.753413,6.324354,13.19027,8.71337,2.2799401,2.8677588,-5.8717656,9.468629,2.6502447,4.804554,-5.390818,5.2845955,9.995897,-0.5481479,-1.1999502,0.08440922,5.6854677,-2.1049895,5.361594,2.0046835,-0.8976284,1.0579693,2.2606752,-1.0634385,-1.3303056,5.6184893,0.18397345,1.8713429,-1.111501,-0.258716,2.4701953,0.48110625,-1.8961418,cat_152.wav,0,cat
-300.983,105.1732,-15.418867,50.30694,-1.5296777,25.615124,-4.3782053,11.522226,6.633345,12.45267,11.124743,3.9265296,5.08798,-6.8976016,8.276791,1.07796,6.3942304,-5.9349613,1.553951,9.562289,4.340539,-0.18849498,-3.5836422,5.967864,-0.7722012,3.8509774,0.8874441,0.70185375,-0.7328257,2.101382,2.6051264,-1.4677491,4.04585,1.638134,1.5509232,-0.7528348,1.45134,-0.1772272,1.5133669,-0.046225216,cat_153.wav,0,cat
-293.28958,116.047714,-11.556921,38.86175,-1.3653429,22.174152,-2.0069184,9.873856,5.7852,8.087337,6.545023,3.3163533,8.331039,-4.0866456,5.945525,1.8545552,7.249415,-1.0109463,2.3151472,6.369708,5.298898,2.7726011,-2.4902792,6.7456856,1.1990238,2.3421366,1.6753892,2.9335732,-1.0420859,1.7892774,4.396271,-1.6238663,0.9318065,-0.9354901,0.6793284,-0.43245575,0.8579864,-2.2747948,0.20978472,0.64246625,cat_154.wav,0,cat
-200.17624,105.89178,-28.090881,35.242954,-12.358589,31.453268,-15.972789,20.287455,-2.9812398,20.001907,10.957239,4.8653774,2.7677367,-20.66,7.4797935,-1.4293838,10.168154,-10.777811,4.419238,6.321354,4.5574403,-5.70185,-11.09675,3.6895108,-6.8861184,4.1334925,-0.16460983,9.14949,-2.118355,4.191687,4.6958723,-3.8589964,-2.751761,-5.3134165,2.8714268,-7.047816,0.23642151,-2.5266101,2.1613226,-0.10510605,cat_155.wav,0,cat
-317.51654,133.58939,-60.387352,8.182013,-1.505214,0.97144526,6.295552,12.881767,-4.202954,-0.7836167,-8.382119,-9.363502,11.825895,13.454992,20.917442,13.023058,12.323626,4.8876867,-6.050713,-9.781455,-1.9974679,8.472341,-1.5828209,-12.494349,-4.6749187,6.256286,-1.9238698,-3.111357,3.290544,8.678724,4.307934,3.8116922,10.991692,12.225022,9.1938305,-0.7534213,-2.615272,-2.4821057,-1.17786,1.0503366,cat_156.wav,0,cat
-334.47296,83.42103,-11.757305,42.839787,5.1118298,26.564838,11.179751,21.434818,5.5118585,10.629117,12.18089,4.3852057,11.140952,1.7776861,9.283203,2.2953517,9.158063,4.0453196,4.156847,4.14203,1.52283,5.701502,2.7664938,5.4170732,3.2566488,5.542155,0.65025735,3.3841705,1.7777867,0.9542824,3.9290671,3.499617,4.351934,1.3716059,4.577462,1.061132,1.7987572,2.2039804,2.968572,1.7116965,cat_157.wav,0,cat
-168.4279,92.40032,-70.78924,42.923492,-49.074207,27.249487,-30.73062,22.43153,-16.620848,5.4996223,-4.712591,-4.0175824,6.5543327,-18.835598,2.929386,-16.006493,8.284117,-7.2496777,11.17572,-2.9110422,4.5505104,1.8963102,-5.486114,5.920996,-3.472776,6.4874277,-8.850136,2.913557,-7.0115547,4.333332,-3.8041742,-4.4167295,0.9692459,-2.3466341,4.823636,-3.449181,4.8521066,-4.5501213,2.8018117,-4.138616,cat_158.wav,0,cat
-280.93674,95.53311,-10.362158,37.54032,-5.2233114,18.75702,0.59213644,13.3700905,1.5112331,4.4077454,6.1925073,2.3452857,6.2626753,-1.458114,8.374584,2.4694982,11.058361,6.101016,7.832641,3.659776,1.5951027,3.7972403,0.48192185,4.741447,-1.2691969,1.4721031,-1.8727847,1.7177057,-0.35692492,1.273944,1.0290716,-1.354632,4.216043,0.25988173,2.0782554,-0.4831182,1.8532856,0.3828464,-1.2506672,-0.45693746,cat_159.wav,0,cat
-392.70807,73.85418,40.478622,38.655922,25.922184,20.964138,13.363199,13.28601,12.354068,9.179109,11.966035,16.413734,18.119432,14.259956,10.624553,6.615688,5.7341084,5.0769577,3.8852632,3.0423458,2.6615472,4.894085,6.134273,5.438388,4.251212,4.2214985,3.524731,1.7203119,1.6198599,3.3720238,2.2359943,1.045725,2.9735136,3.3735962,2.6241503,2.8035848,2.4314423,0.7822441,2.0375776,2.910318,cat_16.wav,0,cat
-306.19803,105.598434,-13.5678005,39.50176,-9.463557,21.718178,-0.76391363,13.683008,-1.6765094,2.6429214,4.443323,1.0450418,6.8914866,-2.9005475,8.327598,1.4253712,11.472296,5.0231757,7.6797857,3.3207247,1.5641192,3.070046,-1.1673777,4.2712126,-3.2126162,0.22417219,-3.547668,1.1229987,-1.2517686,1.0034122,0.92180043,-2.105726,3.6473944,-0.95941275,1.2886106,-1.3290687,2.1113954,0.34754735,-1.7422483,-1.7907763,cat_160.wav,0,cat
-391.76657,88.39283,14.679689,34.564114,8.6036625,31.870602,13.579706,23.62747,1.933483,3.823491,12.418153,6.274561,9.953339,7.634768,17.852476,7.565611,11.668846,7.2950363,4.79123,4.054763,-0.50628054,1.1946306,1.2415923,3.499298,1.2541199,3.612126,-0.6446886,1.4439794,1.5146601,1.487737,1.7786374,0.7696822,1.6404562,0.44386804,2.6168096,-0.22783877,1.8722017,0.2670643,0.7317023,1.058386,cat_161.wav,0,cat
-344.23978,71.646126,19.97798,31.202698,13.43927,25.614147,15.475078,20.609255,4.63718,4.5180483,12.28127,8.777282,8.874074,10.373363,14.658627,6.893437,11.151677,5.9841237,4.096305,4.587016,1.9502697,3.579887,3.012703,3.0599427,2.192487,3.7596872,1.2531158,2.7044854,2.6457767,2.3221457,1.9042399,1.7194035,2.2666116,2.0052142,2.120256,0.32308358,2.2986567,0.9418334,1.567131,1.4644119,cat_162.wav,0,cat
-330.87842,67.86742,12.741657,29.13943,9.776981,23.066545,9.227284,19.257677,5.2652674,5.105964,9.26462,5.6838913,7.8619018,9.112997,14.376053,7.461366,12.486446,5.500224,4.7240396,3.4921339,1.922164,4.467441,2.714824,3.6087966,2.0187943,4.3249407,1.6524458,3.0000787,2.7203925,3.0050855,2.4513764,2.0985692,2.6490052,2.1472707,2.9026294,0.8509768,2.388523,0.8600873,1.7841847,1.2791597,cat_163.wav,0,cat
-308.54062,90.75358,-18.455933,30.847408,-13.362805,30.089224,-7.4935417,8.834496,0.8855231,3.8513958,2.9665568,-1.7744404,3.4583552,-5.5501633,2.7513871,-6.541266,3.4720051,-3.1040556,4.964579,2.7147632,1.4784683,0.7054799,-5.2806287,1.2988256,-4.5143595,-2.2236264,-7.031655,-2.2273772,-2.7273655,-0.97446376,-2.7669258,-3.4109662,-2.214684,-5.006164,-0.84379816,-3.6979141,0.470794,-1.0326858,2.069233,1.0970032,cat_164.wav,0,cat
-284.35168,57.33731,-48.727867,10.751871,-25.881874,2.5608826,-10.0635395,-1.4089509,-3.7904823,-3.0357244,-1.3614769,-3.6693635,-2.1993716,-5.3396764,-0.94375515,-6.2297525,2.0251894,-4.1035104,1.7764128,-0.647075,-3.2160547,-1.6228678,-3.7764711,2.150888,0.1262471,2.6561317,-2.4812484,-0.8925203,-2.6450007,-0.5644607,0.03644902,-2.7982514,-1.1545627,-2.391922,1.7318412,-0.13279189,1.8620851,1.5727046,0.43997112,-0.81173176,cat_165.wav,0,cat
-290.63177,57.2765,-47.04367,10.89063,-25.753098,2.107679,-9.004119,-2.140324,-4.910237,-2.464805,-0.3542526,-2.9720337,-2.965253,-5.920648,-0.5932924,-6.5304418,1.6253496,-3.976189,1.484751,-0.29788384,-3.0860238,-1.8357348,-3.8942835,1.5473891,-0.13879797,2.3010702,-2.708735,-0.8570584,-2.433552,-0.7218738,-0.2742482,-2.6696231,-1.1798168,-2.4862366,1.664028,-0.6225689,0.7760662,0.9589435,-0.120620035,-1.4171841,cat_166.wav,0,cat
-289.31842,59.21149,-47.651917,11.621689,-24.629807,-0.6214937,-8.364207,-2.7875545,-5.1491995,-2.2333753,-0.022910643,-3.331422,-3.8722422,-4.955114,-1.3010588,-6.2126527,2.0867517,-4.2627745,1.6457933,-0.5727647,-3.1149876,-1.7775267,-3.7238524,1.5291944,0.03985082,2.171848,-2.9195096,-1.2107753,-3.4903057,-1.5051407,-0.9526672,-3.3657851,-1.4257267,-2.5988216,1.7639599,0.2114483,1.7504163,1.9643011,0.78509974,-0.85512745,cat_167.wav,0,cat
-294.30145,141.20302,-120.458496,-37.28353,11.594257,-21.180067,2.552782,-1.1440078,-9.96328,8.104711,-1.4345279,-6.2126904,4.199295,0.14375539,1.1376017,4.441654,-0.6070757,-4.540449,-8.061725,-10.019248,-6.5419335,-2.0763583,-4.538199,-6.526624,-2.4390378,-2.9039516,-3.9332085,-0.5576567,-2.5543664,-3.199587,0.18175784,-3.3191242,-2.6508796,-0.68653756,-3.4365947,1.0026771,-0.9039341,-4.0092607,1.306249,-1.7742448,cat_17.wav,0,cat
-294.83267,120.67358,-85.18603,-42.795124,-7.1751046,-18.246222,0.79321337,-8.210531,-4.7839565,13.839502,-5.271484,-3.4059713,15.815254,4.0409856,0.27260432,8.885041,3.809572,-1.4796194,-3.490955,-7.0603733,-7.457965,-5.1422496,-1.9491625,-2.3564193,-5.0411983,-0.6491786,2.496355,-3.4847434,-3.3862426,5.2640615,2.1460226,-6.12323,-1.9783949,-3.9528267,-9.656771,0.45895433,2.3462257,-8.52603,-6.6326933,-1.4041032,cat_18.wav,0,cat
-282.0337,98.27231,-40.929,46.439316,-9.802441,46.262283,8.635325,22.58439,0.67513776,-14.991274,-5.7837687,23.347227,27.08036,-10.130553,-0.14448322,0.49845594,5.5541334,-7.100811,24.838963,9.745296,-17.712385,7.127367,5.214648,4.1831393,13.147581,3.0121462,-8.336153,10.299966,-7.2805285,6.662899,11.45061,-11.390016,0.75846195,-2.3976579,2.6355665,1.7951238,3.2933872,3.1392653,-5.787302,-1.5697385,cat_19.wav,0,cat
-315.25525,127.23347,-15.561898,29.618818,-1.4988765,9.466175,-6.0808315,2.270511,-1.3159156,-2.168941,1.1491529,-1.8702539,1.1093813,-7.931841,-1.2181259,-3.1317005,0.014095521,-3.9728167,-1.4579566,0.9959157,-2.4765985,-1.1168082,-2.1145866,1.2011905,-2.330853,2.488888,3.049454,1.2931521,1.9962808,2.2555566,-1.0977759,-3.0306964,1.6428813,-0.975227,0.46129397,0.34512794,-0.80373585,-0.7387374,-1.2910705,-2.1633217,cat_2.wav,0,cat
-336.41785,109.061745,-17.49976,45.423737,10.792192,29.31879,13.220918,14.638238,4.8722677,10.209927,2.4950886,-1.2649711,3.180698,1.3644972,15.455396,10.584081,17.497986,9.953945,7.8628325,-0.44643292,4.481219,9.536874,4.146557,3.133474,-4.9290047,5.6544886,3.0825853,3.4398904,0.38045627,5.756192,13.242502,6.7096725,3.206903,0.5572875,5.8512845,1.4786185,1.4049946,4.1807,4.134055,-2.0656538,cat_20.wav,0,cat
-446.33588,146.45276,-16.170343,35.217377,-21.182934,23.337952,-13.099187,13.565098,-4.2540116,1.2360053,-0.84080136,-4.099679,4.5331664,-8.171363,8.502328,-6.3996186,5.009702,-3.594094,1.8225858,-1.3334167,-2.4170396,-0.27244306,-5.451478,1.4839393,-7.3321366,0.76534677,-5.274203,-1.636524,-4.6005144,-1.2224526,-2.324153,-6.604335,-1.0860076,-5.3811517,-0.99265236,-5.331687,-1.3780417,-5.2810693,-1.8717401,-2.7891393,cat_21.wav,0,cat
-436.99112,142.05794,-20.555788,38.063496,-23.252102,28.461296,-10.442482,12.607171,-7.5133057,-2.777819,-5.1172175,-5.872547,6.8674073,-4.06969,14.201128,-4.875043,4.584678,-3.4221995,1.6521857,-4.1147723,-6.0855546,-0.89516574,-5.5475316,0.5929369,-8.295936,-0.51559985,-6.9132676,-3.0414362,-5.382946,-1.2322873,-2.6991258,-6.460307,-0.27098525,-4.5318346,0.070508055,-5.07354,-1.9504001,-5.8229594,-1.8743056,-2.2323174,cat_22.wav,0,cat
-441.91245,136.117,-12.658109,33.26327,-17.470577,24.04264,-7.5605197,9.522189,-8.841862,-5.040796,-5.197082,-6.3770275,6.790648,-2.2685838,12.984725,-1.5117044,3.0889053,-2.8649373,1.4663328,-4.2928066,-7.2674246,-3.5801566,-6.57706,-0.93145937,-8.401533,-1.510083,-5.5988407,-2.1190324,-4.385403,-1.0143766,-1.5141186,-6.0942683,-1.5158341,-4.6947002,-0.24667801,-4.9782495,-2.5038626,-5.166894,-2.679226,-1.9265199,cat_23.wav,0,cat
-110.98534,205.9208,-29.434765,43.244415,-10.408051,19.393223,-8.211395,4.1090903,4.4926896,0.2313631,2.9696417,-4.494182,-1.3911642,-6.263287,-1.9101757,-14.068972,-2.0227091,-0.07434297,6.87092,4.84632,-0.5532416,-0.964836,-4.3091617,-1.1580073,-5.57948,1.2000916,-4.22418,-0.8598438,-3.2833173,-2.0991144,0.9730601,-3.4583833,-1.9314394,-4.0953608,0.5805821,-4.6207695,-2.1161726,-3.2463665,-4.4778137,-0.90897363,cat_24.wav,0,cat
-436.67154,145.37813,-4.8678145,47.433548,-20.672745,30.440243,-12.236878,16.437016,-7.6874866,1.4060398,-0.7220413,-2.4082115,7.500934,-8.249762,12.004171,-4.382545,8.16915,-2.9247386,2.4104583,-1.4994141,-4.294684,-1.0768273,-4.633394,-0.03154197,-7.290745,1.7127374,-4.900695,2.305825,-3.077849,-0.072636075,-1.4067106,-2.8715985,0.3703609,-5.723262,0.14711748,-5.8787622,-0.8225928,-5.221602,-1.8150187,-2.8263755,cat_25.wav,0,cat
-441.8473,145.10762,-2.4905155,45.83628,-20.360142,31.015726,-10.65872,16.84063,-6.9184403,2.508281,-1.6106793,-3.158493,6.471663,-9.490881,11.861102,-2.9283173,9.297677,-2.9799864,1.6084157,-2.632164,-5.2038407,-2.6875517,-5.495043,-0.3148988,-7.7079563,2.170757,-4.4378905,2.8052733,-3.0841348,-0.059812874,-1.0317053,-2.6695826,1.3567637,-5.379648,0.30042326,-5.6251664,-1.4128273,-5.39233,-1.9170424,-2.873403,cat_26.wav,0,cat
-401.61078,143.41225,-24.60911,44.86405,-21.13557,27.929962,-9.844868,11.731767,-8.254928,-1.7023991,-4.220593,-3.2901511,7.460862,-5.8111396,17.160456,-0.7269075,7.2535214,-1.6323364,0.6873323,-2.0260303,-5.51995,-3.5126925,-5.473579,-2.0758002,-7.0508165,1.5390588,-4.7408457,2.8122432,-2.2638836,-0.26262736,-2.6740549,-3.966732,-1.9134578,-6.1464725,0.826792,-6.045822,-0.846181,-5.7467113,-2.0900385,-2.26286,cat_27.wav,0,cat
-235.38628,137.2227,-42.124603,19.085384,-10.624653,25.799044,0.3411138,7.346049,2.9171398,3.781502,1.2764422,-2.6408296,3.5375664,-4.831746,7.8633738,2.091755,8.297822,0.36428455,1.9475158,3.0276732,1.6954498,4.50371,-1.1703252,3.1844113,0.35809258,2.767846,-0.40636984,3.352753,2.1438046,3.108547,2.3945472,-0.8650881,3.1318555,0.51239705,2.548007,-1.5789044,0.07978425,-0.66616774,-0.25575152,-1.5711277,cat_28.wav,0,cat
-221.83913,134.2753,-44.47797,17.482649,-6.8410225,24.497435,-2.7784824,6.0288415,5.3202033,2.9094176,1.7714084,-0.53459793,3.7766657,-2.9505227,6.919276,0.20699541,6.8967667,-0.2729477,1.728108,2.3757977,1.1152809,4.818974,0.4470556,4.342705,0.38664916,3.0124598,0.26784462,2.8158731,1.9672524,1.7200261,0.7786013,-0.1718214,3.9710138,0.65549856,2.110778,-1.5241172,0.04129738,-0.8218483,-0.90257037,-2.2044744,cat_29.wav,0,cat
-332.31345,127.35694,-13.307217,23.759363,0.5288871,5.0209527,-3.3971074,0.6499618,-2.1970773,-3.4476464,1.5227263,-0.05934809,2.2295804,-4.559046,-0.37202537,-1.2491126,-0.11220526,-1.6928711,-1.2686357,0.15945496,-2.0441685,-0.73601687,-0.581611,0.738588,-2.160151,1.3732349,2.8933992,1.260726,1.8495377,2.0933712,-0.69999003,-2.6729972,-0.15770407,-1.2536498,0.19777972,0.12633702,-0.7229917,0.1536026,-0.6029775,-1.4089235,cat_3.wav,0,cat
-220.97879,131.81534,-46.7922,16.505447,-9.549463,24.40214,-1.6967834,8.614387,8.441168,3.6633332,2.8866715,-0.63773197,3.6101534,-3.4245713,5.2603016,0.5458539,7.8103037,0.17029233,1.1355345,3.2452238,0.90950906,2.809408,1.1101906,4.213546,2.0100727,5.279623,-0.34850204,1.7199988,-0.06156045,1.1011515,1.6479374,-0.67198193,2.7795339,-0.3577034,1.1057498,-0.7117698,0.71363753,-1.9000736,-1.3444352,-2.1030123,cat_30.wav,0,cat
-223.6549,91.212685,-39.557365,39.068295,2.3584273,18.37722,-4.1761723,20.388834,8.658674,16.60875,14.152209,-1.9851973,0.8122779,-5.6831512,10.245414,1.63442,2.6203475,0.33857834,7.8117614,-2.4149761,-9.815792,-2.0616398,-0.6882152,1.6163352,-2.4588,3.517893,0.114830635,3.757638,0.7211943,-2.14245,-0.9286978,4.561565,3.186153,-3.7165356,-1.3702915,-5.745898,0.30387288,-2.7659795,-0.96156764,4.216151,cat_31.wav,0,cat
-270.03247,212.4772,-76.09362,17.193628,19.375944,-45.638416,8.5941,-1.6003422,-30.921059,9.677154,-7.2129674,-15.116988,13.749578,-9.172366,-10.470154,6.162038,-10.354975,-2.7625258,7.9313803,-8.56635,0.59832793,3.472448,-10.151789,2.224821,1.4343191,-5.279259,4.2687745,-1.1189176,-4.4056225,4.7018375,-2.321263,-4.1409445,4.1255455,-3.1542895,-1.73925,1.7552378,-5.917995,-2.1866431,-0.7949265,-5.7395196,cat_32.wav,0,cat
-193.64499,103.93088,-93.818306,39.530384,-37.011833,14.608206,-23.651041,18.598751,-10.803739,-3.3495326,-0.45933738,-8.417607,5.9494104,-8.273457,9.673233,-4.5527973,6.1997685,-6.8002486,3.6192856,-1.4749521,-2.2867649,0.91087705,-2.0323594,4.543302,-0.45074734,6.960343,-2.2489817,6.5956154,-1.8153226,1.2751355,-0.60481066,-0.96672326,1.5100327,-3.054382,2.249052,-3.4086053,3.7411559,-2.1391778,2.553873,-0.6251619,cat_33.wav,0,cat
-314.0359,123.137825,-2.580543,-15.200081,-14.244488,7.7593355,-12.398318,-1.5543268,-23.823498,-26.938484,-8.541626,-5.315534,-1.3454813,9.236854,14.242073,-1.1426944,1.6643198,-6.673231,0.54600936,-0.5678322,-3.7805843,0.52502203,-4.8494062,5.625065,2.2997036,2.070551,3.2755287,3.880171,-0.12232643,-4.1351414,-0.3531015,-0.5351974,0.4032188,-1.8940018,0.6571344,-1.2433202,-1.6641635,0.6117304,1.1546491,2.1608696,cat_34.wav,0,cat
-330.36633,143.35497,-29.623636,28.828514,-13.095805,27.560247,-10.537004,20.327648,-1.4231547,4.493545,1.8284434,-3.7560973,5.39401,-7.415579,7.215567,-5.5690403,7.835723,-3.0374832,2.483441,1.0373448,0.42069048,2.463524,-1.5742195,4.4387555,-2.531522,6.069245,-1.1136765,4.565782,1.4836534,2.0537012,1.2182808,-0.637883,1.7381903,-3.0328596,1.9309963,-2.847285,1.7821289,-2.0528772,0.59164697,-0.10947163,cat_35.wav,0,cat
-339.75272,149.1055,-23.160975,28.127455,-9.591818,28.598076,-4.8588223,17.449774,-0.94659495,4.628018,0.3893805,-2.5776312,4.6499734,-5.345151,7.463247,-4.8808765,7.4121084,-2.570551,4.0205846,1.2254101,0.9338192,2.7657464,-1.0149487,4.0788083,-2.9594853,5.706392,-0.895651,4.755183,1.669605,3.259973,2.448283,0.013027088,2.5745568,-2.2509773,2.3462546,-2.4649675,1.6014986,-2.1140504,0.5240062,-0.08550649,cat_36.wav,0,cat
-336.36835,149.99007,-3.4412103,15.933345,3.919137,24.957739,4.0620117,11.489142,3.0451796,4.0206428,1.1759647,-2.3546546,2.3942168,0.149198,5.492704,-1.3191509,5.927248,-0.021161078,3.103847,1.2427227,0.4143506,2.6963255,-0.040273745,3.3333724,-0.77314836,3.452647,0.4745392,2.5056968,1.6572863,3.2335317,2.8781598,0.34443206,2.80067,-0.13655695,1.8688674,-0.48034495,1.313447,-0.53890294,-0.024012959,0.24519107,cat_37.wav,0,cat
-175.35674,145.17183,-2.4127848,52.211987,-9.285682,43.477856,-4.790901,16.892572,-3.585509,9.193937,9.089652,1.7310697,11.47621,-2.0067236,9.875088,-5.73757,7.211865,-3.9368985,4.9370074,2.910611,2.627236,2.2991366,-3.4217544,6.022491,0.91419435,9.796852,2.2494094,7.901004,1.7641505,2.9344082,3.4675024,0.16465196,0.5766281,-3.8385563,0.68842053,-5.0423493,0.36265153,-2.8655632,0.807329,-1.4286506,cat_38.wav,0,cat
-380.42758,85.63687,-13.116962,20.492153,-4.418945,22.085335,-1.7132647,17.057623,10.64347,10.102455,4.4930215,2.8223324,7.7567163,2.6030362,12.268629,2.6524708,6.83523,0.35107487,6.5167637,5.312307,1.5145528,3.4372342,3.5862253,5.2294345,1.7373724,6.5636935,0.8737671,3.7279694,1.7386802,1.3952773,0.65764743,1.3697453,3.546237,0.22559163,2.6933098,0.27925348,1.5410434,-0.21502502,1.0529827,0.43109813,cat_39.wav,0,cat
-248.20502,105.60591,-29.123083,40.905556,-15.939001,17.276714,-2.2857132,5.5844727,-0.10194591,-7.3135233,7.0718484,6.789776,27.844635,2.9417043,-15.1528635,-14.306128,-7.956297,5.345189,4.300933,-13.889197,-7.0083838,15.1057825,13.084546,2.617726,-4.0291433,6.961693,-2.6092443,-12.781129,-0.61259407,1.2535739,-5.0418553,-5.5794725,4.615313,6.081596,3.7229283,3.0471418,0.26390073,-2.1000464,-1.7554216,1.8105065,cat_4.wav,0,cat
-376.65265,116.13464,-42.612698,34.14768,-17.689966,27.609072,-12.929418,17.185753,-1.2851151,8.845148,2.1892614,0.024407923,9.4668665,-1.7561876,14.139809,-3.1487725,9.091324,-2.8915803,7.043832,2.02124,-0.720723,2.1744199,1.8752198,7.054378,-1.6499159,8.045462,-1.3219148,4.8353143,0.06288917,0.37524956,-0.7502111,1.0970564,3.675504,-2.1025462,3.6451735,-1.6063733,3.1337066,-1.4634596,0.7908217,-0.68870914,cat_40.wav,0,cat
-264.6192,141.275,-63.587074,42.114967,-30.110313,24.908373,-26.297058,13.68073,-16.030046,4.1923156,-1.9135392,-4.429211,6.9002304,-10.161413,9.386081,-10.506142,8.964326,-5.5303726,6.0976644,-1.854073,1.8372166,3.011057,-0.49146664,7.190936,-3.503901,8.621566,-2.334766,6.750594,-1.1114215,2.6724186,0.30070707,0.17340559,1.9983044,-2.080015,4.176838,-2.2853837,5.1294475,-2.412435,2.4257486,-1.7179266,cat_41.wav,0,cat
-318.16635,135.40434,0.69404924,51.614204,-10.3415365,34.154827,-13.261868,15.552873,-5.9978766,3.2810965,4.472953,0.7552109,9.729994,-4.5300884,9.706004,-7.078091,3.9367046,-6.3034434,0.6877445,-2.6380608,1.7252231,6.6085644,0.7945682,7.545486,0.7640769,9.041562,0.655451,6.213789,1.4490207,1.7931767,-0.018047193,-1.5387031,2.4602256,-1.5722317,3.2766469,-2.3508708,2.4721467,-1.5868269,0.69515103,-1.8261026,cat_42.wav,0,cat
-323.95465,126.021576,8.101769,52.123745,-6.0647707,33.892838,-9.204735,16.074348,-3.5609543,4.6536546,4.929416,1.1818609,8.824858,-5.380116,6.4849334,-8.171029,4.318151,-4.7734065,0.7660229,-2.778524,1.3038635,7.14586,1.8175017,8.042321,1.1606333,8.593425,0.117399015,3.8427203,-0.026726434,1.3202415,0.4518222,-1.5653654,2.473748,-0.8861525,4.073736,-0.863691,3.092411,-1.2628247,0.019860104,-2.4804032,cat_43.wav,0,cat
-336.89893,126.00224,13.932559,52.86492,-2.8883467,33.092773,-6.709736,16.565937,-2.059068,4.7641025,4.7630844,0.81534666,9.071639,-4.41027,5.887388,-7.8447165,3.9594939,-4.543694,0.6918571,-1.6959394,0.9082716,6.0878134,1.3671759,7.862994,1.0453469,7.4193544,-0.2935881,2.8910296,-0.9804391,0.19045442,0.33170506,-1.3969979,2.833699,-0.8082431,3.9378772,-0.645076,2.7869356,-1.2525069,-0.25513852,-2.0537908,cat_44.wav,0,cat
-262.35294,104.95082,-17.790802,15.557799,-26.023811,19.870764,-1.4059833,12.889888,-4.0097494,-1.2514247,2.8022802,-0.26561126,5.5541635,-7.1125245,3.0314817,-5.2128983,5.1427693,0.8282012,4.469431,2.6575496,0.12127956,1.2586685,-5.5357733,-0.18969588,-2.6290162,6.3236885,2.9461684,4.532596,1.3140147,0.79662466,1.9160712,-1.1246598,1.6134479,-1.4683006,2.7322106,0.19240409,3.1378863,0.7228228,1.2756562,1.4529132,cat_45.wav,0,cat
-353.29205,52.85681,-50.739307,-8.480732,27.243507,9.884929,-0.4416377,16.035166,3.59838,-9.393878,-6.868421,-3.5711129,2.1913548,5.59706,8.920044,-1.7373096,-6.5131955,-7.3812165,-11.094088,-3.3013713,2.0582037,0.08308789,-5.3148055,-7.4921427,-2.5325994,1.0438669,-2.955935,-4.7576323,6.368526,10.052762,-4.0057554,-9.967235,-3.9209504,-1.779441,-5.5741844,-3.2904012,-1.4710759,-9.151037,-8.38807,-2.8711352,cat_46.wav,0,cat
